Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
05-JUN-2025,37034.45,37408.25,36886.25,37107.95,23541040,3963.9
06-JUN-2025,37134.15,37356.3,36910.95,37294.85,15075590,2485.18
09-JUN-2025,37522.5,37786.25,37445.3,37669.2,18626820,2572.79
10-JUN-2025,37871.6,38567.75,37825.15,38299.95,37633777,6206.76
11-JUN-2025,38355.5,38834.75,38215,38784.3,42411235,5655.91
12-JUN-2025,38732.95,38891.05,38227.25,38460.3,38401774,5622.31
13-JUN-2025,37769.5,38687.55,37722.2,38469.25,24748681,3727.89
16-JUN-2025,38440.85,39258.4,38369.05,39073.05,25426392,3593.37
17-JUN-2025,39123,39499.15,38977.95,39356.1,24129206,3988.83
18-JUN-2025,39220.35,39572.5,38963.8,39030.9,18511797,3189.04
19-JUN-2025,38945.35,38966.8,38429.4,38664.95,30242750,4010.62
20-JUN-2025,38674.2,39041.05,38454.05,38991.45,34045562,4904.67
23-JUN-2025,38642.15,38646.5,38278.7,38414.1,21918237,3670.11
24-JUN-2025,38852.65,38936.55,38380,38417.95,25854223,4369.22
25-JUN-2025,38635,39109.25,38605.5,39046.3,19980864,3288.35
26-JUN-2025,38996.65,39103.35,38760.15,38996.25,27522524,4459.32
27-JUN-2025,39125.75,39357.75,38707.15,38822.95,39110445,6774.63
30-JUN-2025,38945.85,39011.95,38652.3,38950,21036914,3143.27
01-JUL-2025,39004.65,39282.95,38725.25,38833.15,17391860,3252.36
02-JUL-2025,39080.3,39519.5,38738.85,38879.1,27482971,4340.88
03-JUL-2025,39009.85,39203.7,38803.75,38854.3,22475281,3158.15
04-JUL-2025,38968.1,39191.9,38784.4,39166.55,16226386,2130.67
07-JUL-2025,39146.15,39176.65,38799.7,38866.95,14542913,2335.88
08-JUL-2025,38837,39238.2,38732.55,38983.25,18496692,3090.07
09-JUL-2025,38986.8,38999.75,38540.65,38680.85,24218172,3077.35
10-JUL-2025,38713.8,38715.2,38197.35,38376.65,22312329,3597.49
11-JUL-2025,37702.55,37990.8,37558.1,37693.25,40664744,6529.91
14-JUL-2025,37643.35,37664.2,37016.1,37273.7,30909419,4482.05
15-JUL-2025,37077,37664.9,37048.95,37424.6,38898446,5830.18
16-JUL-2025,37325.7,37758.5,37258.05,37660.7,30678953,4069.17
17-JUL-2025,37552.85,37666.55,37060.7,37138.55,32555252,5096.16
18-JUL-2025,37366.7,37419.6,36951.85,37141.85,49847554,5296.29
21-JUL-2025,37109.8,37164.85,36780.05,37031.75,25947710,3520.16
22-JUL-2025,36963.65,37121,36827.4,36858.9,24765665,3820.94
23-JUL-2025,36958.3,37086.6,36745.2,36951.5,25685905,3923.92
24-JUL-2025,36949.3,36974.05,36097.65,36135.8,48548590,8943.2
25-JUL-2025,35998,36271.1,35531.65,35623.75,34103847,5408
28-JUL-2025,35521.7,35566.55,35049.9,35370.05,28685591,4284.18
29-JUL-2025,35270.9,35438.75,35101.5,35373.25,37020194,5076.05
30-JUL-2025,35453.05,35531.55,35258,35481.7,20933609,3229.92
31-JUL-2025,35218.85,35589,34999.25,35301.6,25052765,3787
